image,source_document,page,source_type,width,height,orientation_angle,orientation_confidence,orientation_applied,perspective_confidence,perspective_corrected,crop_applied,blur_score,brightness,contrast,skew_angle,skew_confidence,deskew_applied,contrast_enhanced,quality_status,quality_flags,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/ok-08-12-fra-134-53-8225-20251204193635__p002.png,OK 08-12 FRA_134_53_8225_20251204193635.pdf,2,pdf,1653,2339,0,0.925,no,0.000,no,no,5168.901,246.839,31.265,-0.000,0.767,no,no,accepted,,041525f552e007aec3dab931b05871fec23d34facc3565ef1067ca4499278049,0.061487,,keep,,yes
images/ok-09-12-fra-134-53-10171-20251215192619__p001.png,OK 09-12 FRA_134_53_10171_20251215192619.pdf,1,pdf,1653,2339,0,0.923,no,0.000,no,no,6945.771,244.207,36.171,-0.000,0.839,no,no,accepted,,f646259eb2ea3a7903d1235a31824c6afc2a171198fbb28866572add69d497f2,0.076382,,keep,,yes
images/ok-09-12-fra-134-53-10171-20251215192619__p002.png,OK 09-12 FRA_134_53_10171_20251215192619.pdf,2,pdf,1653,2339,0,0.925,no,0.000,no,no,4329.054,248.158,28.668,-0.000,0.764,no,no,accepted,,45d8f87437a34ea4747f0c248c33b6cd5e01f49b5c3478052a2eb257ce41544e,0.053087,,keep,,yes
images/ok-1-2-facture-edf-02__p001.png,OK 1-2 Facture_EDF_02.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,3207.087,244.422,34.045,-0.000,0.741,no,no,accepted,,bce566fb0a080f75b5235a44d2d0e463f20837090c65a91be59983aeb9b61835,0.118837,dup_021,review,exact_duplicate,yes
images/ok-1-2-facture-edf-02__p002.png,OK 1-2 Facture_EDF_02.pdf,2,pdf,1653,2339,0,0.925,no,0.000,no,no,4277.247,227.452,56.881,-0.000,0.771,no,no,accepted,,b62b619377dfa32233880c56971e53165d55c286ca43782b2a5a03411877f0ed,0.239763,dup_022,review,exact_duplicate,yes
images/ok-1-2-facture-edf-02__p003.png,OK 1-2 Facture_EDF_02.pdf,3,pdf,1653,2339,0,0.923,no,0.000,no,no,5744.364,244.323,33.709,-0.000,0.846,no,no,accepted,,46880541a756559cf59683b9e84cab44b7690a0ffa48c26b7324f9a34e88ab27,0.082649,dup_023,review,exact_duplicate,yes
images/ok-1-2-facture-edf-02__p004.png,OK 1-2 Facture_EDF_02.pdf,4,pdf,1653,2339,0,0.256,no,0.000,no,no,0.000,255.000,0.000,0.000,0.000,no,yes,review,contrast_enhanced;blurry;overexposed,f1fa61989e6572bc441ba1607d58f31e5ce60845c27af6f53aad2aa7ba1b694a,0.000000,dup_007,review,exact_duplicate;low_content,yes
images/ok-10-12-fra-134-54-18138-20251229221702__p001.png,OK 10-12 FRA_134_54_18138_20251229221702.pdf,1,pdf,1653,2339,0,0.927,no,0.000,no,no,6684.841,244.646,35.459,-0.000,0.858,no,no,accepted,,76d9fafe6b845332f99bf70e44a8862029bd5cf8727df68952097ee650f5036e,0.074205,,keep,,yes
images/ok-10-12-fra-134-54-18138-20251229221702__p002.png,OK 10-12 FRA_134_54_18138_20251229221702.pdf,2,pdf,1653,2339,0,0.926,no,0.000,no,no,3846.769,248.810,27.170,-0.000,0.730,no,no,accepted,,f6b4ea187ae11b83bc9f556d76654fa08627976cf16f3b422019a202553ba0d5,0.049011,,keep,,yes
images/ok-3-2-20250226151000__p001.png,OK 3-2 20250226151000.pdf,1,pdf,1654,2338,0,0.927,no,0.000,no,no,4514.155,244.659,35.757,-0.000,0.805,no,no,accepted,,f0d0fdca9ea07a55221777f3cc9fd8081a38a7ced5a920b5400e4f109addf917,0.087992,dup_018,review,exact_duplicate,yes
images/ok-4-2-7934942657291729528__p001.png,OK 4-2 7934942657291729528.pdf,1,pdf,1700,2200,0,0.925,no,0.000,no,no,2144.327,249.635,30.132,-0.000,0.629,no,no,accepted,,195f441e728c0346df9eccf529f4ff629c16b0151d628350afa7280bb5b43298,0.029483,,keep,,yes
images/ok-4-2-7934942657291729528__p002.png,OK 4-2 7934942657291729528.pdf,2,pdf,1700,2200,0,0.256,no,0.000,no,no,0.000,255.000,0.000,0.000,0.000,no,yes,review,contrast_enhanced;blurry;overexposed,09edbec9d62074a0f9ee9241415a67ec2d9a09e36671d0d227b41436d0b8c37e,0.000000,,review,low_content,yes
images/ok-41-12-facture-pef-f0423178__p001.png,OK 41-12 Facture PEF-F0423178.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,1920.922,249.082,24.087,-0.000,0.734,no,no,accepted,,44ddfd0085693bc09831b0112699e02fd1540196db0224b588d6354a97da5b1e,0.052495,,keep,,yes
images/ok-41-12-facture-pef-f0423178__p002.png,OK 41-12 Facture PEF-F0423178.pdf,2,pdf,1654,2339,0,0.899,no,0.000,no,no,2580.895,248.071,25.860,-0.000,0.824,no,no,accepted,,dfb9a8028b528243b51a82ccc639569a21218dede24e678ce532ce6fb25438a7,0.060445,,keep,,yes
images/ok-42-12-3b0cd71d-e042-4a41-9065-a27990161eef__p001.png,OK 42-12 3b0cd71d-e042-4a41-9065-a27990161eef.pdf,1,pdf,1653,2339,0,0.923,no,0.000,no,no,6430.640,230.546,55.170,-0.000,0.854,no,no,accepted,,97efb3ffbb2c153a762b56add73f871f01d04e73af34374c627d451449740cd1,0.158663,,keep,,yes
images/ok-5-2-facture-n-1000006343-sarl-rahma__p001.png,OK 5-2 Facture n- 1000006343 SARL RAHMA.pdf,1,pdf,1654,2339,0,0.928,no,0.000,no,no,6927.707,244.548,35.108,-0.000,0.861,no,no,accepted,,bb081eeb73e617fe1bdd1b3a621c891d8a1e584e51da7ef41a7753d39d651f2e,0.065961,,keep,,yes
images/ok-5-2-facture-n-1000006343-sarl-rahma__p002.png,OK 5-2 Facture n- 1000006343 SARL RAHMA.pdf,2,pdf,1654,2339,0,0.921,no,0.000,no,no,7174.416,244.017,35.388,-0.000,0.869,no,no,accepted,,1ffe89222a3bc43521520e0ba39605d70aeb852e49a305ae613a9964e4533ad8,0.070736,,keep,,yes
images/ok-5-2-facture-n-1000006343-sarl-rahma__p003.png,OK 5-2 Facture n- 1000006343 SARL RAHMA.pdf,3,pdf,1654,2339,180,0.898,yes,0.000,no,no,1893.916,251.054,21.968,-0.000,0.614,no,yes,review,rotated_180;contrast_enhanced;overexposed,f882b5a896b05dc1277685a0c6f1d18fafc84c8306c8a25399e613084b111f87,0.026515,,review,,yes
images/ok-6-2-m10056940b-fa250213-142931-rahma__p001.png,OK 6-2 M10056940B-FA250213-142931-RAHMA.pdf,1,pdf,1653,2339,0,0.912,no,0.000,no,no,9061.473,233.953,49.787,-0.000,0.970,no,no,accepted,,7b07a1b8825ece582251195a973e2d275d094d8b6a3708173a350df09a2ccc7a,0.140270,,keep,,yes
images/ok-6-2-m10056940b-fa250213-142931-rahma__p002.png,OK 6-2 M10056940B-FA250213-142931-RAHMA.pdf,2,pdf,1653,2339,0,0.908,no,0.000,no,no,11272.223,231.647,49.037,-0.000,1.000,no,no,accepted,,bc27a48ccff08d462db4db38ff814a3c4171a0a66b41c62c8ac6aead0183cff8,0.162463,,keep,,yes
images/ok-6-2-m10056940b-fa250213-142931-rahma__p003.png,OK 6-2 M10056940B-FA250213-142931-RAHMA.pdf,3,pdf,1653,2339,0,0.256,no,0.000,no,no,983.873,252.659,17.355,-1.375,0.355,no,yes,review,contrast_enhanced;overexposed;skew_uncertain,9867369011eed93f9a53e55bc304cc3361f1aa1153fabad74a1e101df88f8985,0.015547,,review,,yes
images/ok-achats-p11-a-40-12-25__p001.png,OK Achats P11 à 40   12-25.pdf,1,pdf,1656,2337,0,0.925,no,0.000,no,no,3960.842,198.471,33.936,0.250,0.906,no,no,accepted,,97054d12ba8a45a2819204700c73efbf5f108945f10d83c2ca5d203a2197a0f8,0.983695,,keep,,yes
images/ok-achats-p11-a-40-12-25__p002.png,OK Achats P11 à 40   12-25.pdf,2,pdf,1662,2342,0,0.926,no,0.000,no,no,2128.106,203.949,28.483,0.250,0.861,no,no,accepted,,ae918bbd02fda0c3b0648efb23c654087d44f73e5cee46cfb8694c59473658e0,0.977259,,keep,,yes
images/ok-achats-p11-a-40-12-25__p003.png,OK Achats P11 à 40   12-25.pdf,3,pdf,1658,2341,0,0.923,no,0.000,no,no,3522.571,190.109,35.177,-0.000,0.797,no,no,accepted,,cb3ddd643b02a6d7b71268c605b84175ca02a8769972206b8fa4bb57e11dd63a,0.984075,,keep,,yes
images/ok-achats-p11-a-40-12-25__p004.png,OK Achats P11 à 40   12-25.pdf,4,pdf,1662,2346,0,0.920,no,0.000,no,no,3428.636,192.920,34.861,-0.000,0.872,no,no,accepted,,f1fa27ce4ccc5af37713b6fc44508fbd821f3967e1640823262826a76a5f5875,0.982294,,keep,,yes
images/ok-achats-p11-a-40-12-25__p005.png,OK Achats P11 à 40   12-25.pdf,5,pdf,1652,2341,0,0.921,no,0.000,no,no,2075.456,196.160,29.127,-0.000,0.835,no,no,accepted,,9973e3e07153dc701adfb85e346829790b7cd196ed321b6d759ad717e7dba0b9,0.982898,,keep,,yes
images/ok-achats-p11-a-40-12-25__p006.png,OK Achats P11 à 40   12-25.pdf,6,pdf,1655,2341,0,0.926,no,0.000,no,no,2594.825,196.766,31.391,0.500,0.790,no,no,accepted,,ba16e581ab73c4090052c24ae59cc8983b2494ccaf71047825a5f578cc3381ff,0.964204,,keep,,yes
images/ok-achats-p11-a-40-12-25__p007.png,OK Achats P11 à 40   12-25.pdf,7,pdf,1654,2340,0,0.920,no,0.000,no,no,1577.378,198.914,26.602,0.250,0.843,no,no,accepted,,8f06cdd4de2d4f9c1b52959534adc4c1d6ca786b7ffae2b50817fb54ae7de4ff,0.975459,,keep,,yes
images/ok-achats-p11-a-40-12-25__p008.png,OK Achats P11 à 40   12-25.pdf,8,pdf,1660,2341,0,0.926,no,0.000,no,no,5116.318,237.472,43.532,-0.000,0.812,no,no,accepted,,c6b3c36a1b4d41d0be40ac8b8c520c4a1881867f03704db14764050d6c0fdfe4,0.173238,,keep,,yes
images/ok-achats-p11-a-40-12-25__p009.png,OK Achats P11 à 40   12-25.pdf,9,pdf,1660,2341,0,0.926,no,0.000,no,no,5160.997,237.681,43.373,-0.000,0.797,no,no,accepted,,c75de33250072aa098ac420326ab4a1f7cdcc9285f964bc711abb5bf6166d0eb,0.169637,,keep,,yes
images/ok-achats-p11-a-40-12-25__p010.png,OK Achats P11 à 40   12-25.pdf,10,pdf,1664,2342,0,0.925,no,0.000,no,no,2545.367,186.903,34.699,-0.000,0.880,no,no,accepted,,c317de3ea100173a991ec3bb0d4216252b200309a8b03d7023b552bd6e49b5de,0.973918,,keep,,yes
images/ok-achats-p11-a-40-12-25__p011.png,OK Achats P11 à 40   12-25.pdf,11,pdf,1656,2343,0,0.927,no,0.000,no,no,1497.006,191.886,24.899,-0.000,0.839,no,no,accepted,,42940891a39ee86fa1b22a527260343d0518592655345bbcb349418a03b3b015,0.983245,,keep,,yes
images/ok-achats-p11-a-40-12-25__p012.png,OK Achats P11 à 40   12-25.pdf,12,pdf,1656,2344,0,0.923,no,0.000,no,no,2886.683,244.088,34.430,0.125,0.782,no,no,accepted,,301681f1c92b000ace807c5363f89d0cbbed58f282866eb2572faf46067de24f,0.104269,,keep,,yes
images/ok-achats-p11-a-40-12-25__p013.png,OK Achats P11 à 40   12-25.pdf,13,pdf,2374,1662,0,0.924,no,0.000,no,no,3096.226,244.662,29.710,-0.000,0.805,no,no,accepted,,03935f21eede16a13dc021da047ab0f58039f03b57f655f80733c94886d51d6b,0.124035,,keep,,yes
images/ok-achats-p11-a-40-12-25__p014.png,OK Achats P11 à 40   12-25.pdf,14,pdf,2374,1662,0,0.909,no,0.000,no,no,2394.033,248.280,25.160,-0.250,0.550,no,no,accepted,,6f3eb232af33ba55aefbb57b59de1b195e6e5251226f25f61e2568ecf28fd919,0.069653,,keep,,yes
images/ok-achats-p11-a-40-12-25__p015.png,OK Achats P11 à 40   12-25.pdf,15,pdf,1656,2345,0,0.923,no,0.000,no,no,3475.974,239.938,36.233,-0.000,0.794,no,no,accepted,,3258074605062d3047126ee5aac2fabab9c008f8217efe757fa37d05db0898e0,0.210885,,keep,,yes
images/ok-achats-p11-a-40-12-25__p016.png,OK Achats P11 à 40   12-25.pdf,16,pdf,1654,2346,0,0.927,no,0.000,no,no,3516.151,240.239,36.137,-0.000,0.771,no,no,accepted,,c2106bebd6d22a581f29354e5aed762f61333033f9a323c67058f2667b0f0deb,0.206844,,keep,,yes
images/ok-achats-p11-a-40-12-25__p017.png,OK Achats P11 à 40   12-25.pdf,17,pdf,1666,2351,0,0.927,no,0.000,no,no,2205.147,243.363,32.067,0.250,0.723,no,no,accepted,,bfa77a45f4884ac7aec304356e24f56d5705e88de8a05a981c10decfe45b74bb,0.178146,,keep,,yes
images/ok-achats-p11-a-40-12-25__p018.png,OK Achats P11 à 40   12-25.pdf,18,pdf,1662,2345,0,0.920,no,0.000,no,no,3482.308,241.419,35.722,-0.000,0.812,no,no,accepted,,f3e69609bb8cf2520eb03cbe59767590fb6aeddb22ee3f97b7540c91c71702ce,0.178255,,keep,,yes
images/ok-achats-p11-a-40-12-25__p019.png,OK Achats P11 à 40   12-25.pdf,19,pdf,1666,2348,0,0.926,no,0.000,no,no,2754.252,244.267,33.039,-0.000,0.794,no,no,accepted,,4396aff0a0998bb2af9d67cf72f430d553cd761019545de7ed396e24e2825099,0.142935,,keep,,yes
images/ok-achats-p11-a-40-12-25__p020.png,OK Achats P11 à 40   12-25.pdf,20,pdf,1660,2348,0,0.927,no,0.000,no,no,2739.917,243.107,33.182,-0.000,0.812,no,no,accepted,,a86aea6b448f499908da80b186973c95a8be6fbd93d972dca4c33ff1431fc7c2,0.168802,,keep,,yes
images/ok-achats-p11-a-40-12-25__p021.png,OK Achats P11 à 40   12-25.pdf,21,pdf,1658,2344,0,0.921,no,0.000,no,no,3537.438,190.911,32.496,-0.000,0.872,no,no,accepted,,9aac2abd34db7470c00e5c76af8f0014461cf277226b50d67b1439df42f847c8,0.983532,,keep,,yes
images/ok-achats-p11-a-40-12-25__p022.png,OK Achats P11 à 40   12-25.pdf,22,pdf,1658,2345,0,0.930,no,0.000,no,no,1905.470,195.296,26.939,-0.000,0.794,no,no,accepted,,a930fd1877a051e41dfc2dd3b2d4d2d7dd2d2194811d5975bcbb40224c8042b2,0.980023,,keep,,yes
images/ok-achats-p11-a-40-12-25__p023.png,OK Achats P11 à 40   12-25.pdf,23,pdf,1658,2343,0,0.916,no,0.000,no,no,3182.355,240.865,36.376,0.250,0.812,no,no,accepted,,829fa36538e415d8d7c2cee48ee001873e3efc9f0d9c1ce3234f43ae4d53c7f2,0.189281,,keep,,yes
images/ok-achats-p11-a-40-12-25__p024.png,OK Achats P11 à 40   12-25.pdf,24,pdf,2383,1658,0,0.925,no,0.000,no,no,3278.290,243.598,29.806,-0.000,0.711,no,no,accepted,,1d22b4842a62b84436f5ca0009701a814bddff1bee281e66338868402636e012,0.142163,,keep,,yes
images/ok-achats-p11-a-40-12-25__p025.png,OK Achats P11 à 40   12-25.pdf,25,pdf,1656,2338,0,0.928,no,0.536,no,no,1233.396,242.184,39.992,-0.000,0.685,no,no,review,document_contour_uncertain,85576dca775f341bd549d016fc280a8a0f201a89a4fe71ef13741550d97d4b06,0.142141,,review,,yes
images/ok-achats-p11-a-40-12-25__p026.png,OK Achats P11 à 40   12-25.pdf,26,pdf,1660,2338,0,0.922,no,0.000,no,no,2587.294,246.254,28.653,-0.000,0.820,no,no,accepted,,70462c0e22b11a491f0cc72e61f5534f6f56d38d6a46b7c1ffb57101e35410a1,0.101443,,keep,,yes
images/ok-achats-p11-a-40-12-25__p027.png,OK Achats P11 à 40   12-25.pdf,27,pdf,1649,2334,0,0.925,no,0.000,no,no,1518.634,241.894,28.291,-0.000,0.884,no,no,accepted,,9f0ff52f5408eed4f6a7b449a2d23163b573d16b646700428eca483559de073f,0.208666,,keep,,yes
images/ok-achats-p11-a-40-12-25__p028.png,OK Achats P11 à 40   12-25.pdf,28,pdf,2373,1658,0,0.924,no,0.000,no,no,3026.423,246.164,27.729,-0.000,0.715,no,no,accepted,,952c556cab4a505e44074c6996a8fc80cab76a1234e210d2e5ce6a6320658319,0.094245,,keep,,yes
images/ok-achats-p11-a-40-12-25__p029.png,OK Achats P11 à 40   12-25.pdf,29,pdf,2373,1660,0,0.914,no,0.000,no,no,2607.704,245.491,27.196,-0.000,0.805,no,no,accepted,,502ad7f88b220808007c020dedaface0c4eea662a3db1bdbbf6f7d05da9aff5c,0.123245,,keep,,yes
images/ok-achats-p11-a-40-12-25__p030.png,OK Achats P11 à 40   12-25.pdf,30,pdf,1654,2338,0,0.931,no,0.000,no,no,1513.931,243.807,29.268,0.250,0.880,no,no,accepted,,a9b5bab206650ed2d8783a0be6030268fba84a3defd980f8080a6a1d324e5bfc,0.147245,,keep,,yes
images/ok-achats-p11-a-40-12-25__p031.png,OK Achats P11 à 40   12-25.pdf,31,pdf,1668,2402,0,0.923,no,0.000,no,no,3434.682,242.752,34.520,-0.000,0.730,no,no,accepted,,9415138ca021aef2c54c5a56bc27a67235bcd51088bf6b46957148dbf016a2f3,0.125603,,keep,,yes
images/ok-achats-p11-a-40-12-25__p032.png,OK Achats P11 à 40   12-25.pdf,32,pdf,1656,2340,0,0.916,no,0.000,no,no,3986.391,244.856,31.448,-0.250,0.974,no,no,accepted,,4111e6ecaf4bbee443eccc17698616e9a4f76138d71e42ecca1c3ba46bb23fd6,0.096897,,keep,,yes
images/ok-achats-p11-a-40-12-25__p033.png,OK Achats P11 à 40   12-25.pdf,33,pdf,1658,2344,0,0.928,no,0.000,no,no,2860.922,247.590,27.884,-0.250,0.636,no,no,accepted,,42a57d14e9fab9a1abb78f3da83e1a2a650dfc6b34f56e88fc5fab1609650d45,0.071755,,keep,,yes
images/ok-achats-p11-a-40-12-25__p034.png,OK Achats P11 à 40   12-25.pdf,34,pdf,2376,1662,0,0.922,no,0.000,no,no,2841.592,245.736,28.388,-0.250,0.711,no,no,accepted,,01d76b71ad368d5f470510d65bc1eef58622c58dec1e39d0358fe28ca93e317d,0.101615,,keep,,yes
images/ok-achats-p11-a-40-12-25__p035.png,OK Achats P11 à 40   12-25.pdf,35,pdf,2376,1662,0,0.925,no,0.000,no,no,2546.873,244.234,29.053,-0.000,0.797,no,no,accepted,,be8e88eaf0965b0bfefb817cf01198c4949f0788cb02573209f57ecf38181b03,0.134041,,keep,,yes
images/ok-achats-p11-a-40-12-25__p036.png,OK Achats P11 à 40   12-25.pdf,36,pdf,1660,2342,0,0.923,no,0.000,no,no,4814.683,241.533,37.880,-0.250,0.944,no,no,accepted,,06400bc260a7f1a7394240cec1b1aab34feb94a81cf2e436d1416efe52f83e96,0.132008,,keep,,yes
images/ok-achats-p11-a-40-12-25__p037.png,OK Achats P11 à 40   12-25.pdf,37,pdf,1662,2343,0,0.926,no,0.000,no,no,2103.080,247.262,27.561,0.125,0.771,no,no,accepted,,87d07ab943780898589bcd2b6a7871f626f9aac385ed6398a14825c92839f1a4,0.113140,,keep,,yes
images/ok-achats-p11-a-40-12-25__p038.png,OK Achats P11 à 40   12-25.pdf,38,pdf,1654,2342,0,0.925,no,0.000,no,no,4856.339,240.506,38.308,-0.000,0.929,no,no,accepted,,a712ee753d6bc4c0347399ab67334ccb83d2fe6b9bfc2693cc4f0512f41ee1fb,0.168301,,keep,,yes
images/ok-achats-p11-a-40-12-25__p039.png,OK Achats P11 à 40   12-25.pdf,39,pdf,1650,2333,0,0.914,no,0.000,no,no,2081.744,241.567,33.836,-0.000,0.824,no,no,accepted,,5a3914b541c72f9846994ec336d98e2740ad5476ac69eb67ba8c8d2496695cfe,0.158412,,keep,,yes
images/ok-achats-p11-a-40-12-25__p040.png,OK Achats P11 à 40   12-25.pdf,40,pdf,1658,2342,0,0.927,no,0.000,no,no,3005.517,231.198,59.357,0.250,0.843,no,no,accepted,,d7c64cf11d66b1ea37261ba1feff64e2f3e38ff40bfd7ee3e3e57078564b14d3,0.156316,,keep,,yes
images/ok-achats-p11-a-40-12-25__p041.png,OK Achats P11 à 40   12-25.pdf,41,pdf,1650,2334,0,0.925,no,0.000,no,no,1381.497,243.056,27.157,-0.000,0.899,no,no,accepted,,5a36d9eb3d3114d1b2cbbdeb74b798162075c4fe04e0ccde63160431262f4981,0.188728,,keep,,yes
images/ok-achats-p11-a-40-12-25__p042.png,OK Achats P11 à 40   12-25.pdf,42,pdf,1652,2332,0,0.928,no,0.000,no,no,2059.242,240.871,33.087,-0.000,0.861,no,no,accepted,,b1a5f5edcacf38b42c0325c77d6ef38639cd8019e4d5d5044e2d5fa88e7c37f1,0.176340,,keep,,yes
images/ok-achats-p11-a-40-12-25__p043.png,OK Achats P11 à 40   12-25.pdf,43,pdf,1645,2335,0,0.904,no,0.000,no,no,1754.032,242.607,31.689,-0.250,0.790,no,no,accepted,,c43a193c480ac40a112c18f9aa81175edcb460f12bc5ffa29d3f0e7da8135916,0.153833,,keep,,yes
images/ok-achats-p11-a-40-12-25__p044.png,OK Achats P11 à 40   12-25.pdf,44,pdf,1666,2342,0,0.927,no,0.000,no,no,2510.004,244.834,31.549,-0.000,0.764,no,no,accepted,,53117b17c9a488f79b8d83c71b61cdac143946e6f8401904cf29f2bf734102f8,0.105403,,keep,,yes
images/ok-achats-p11-a-40-12-25__p045.png,OK Achats P11 à 40   12-25.pdf,45,pdf,469,1022,0,0.923,no,0.000,no,no,219.572,241.470,30.163,-0.000,0.603,no,no,accepted,,f407761899df95d5101b039edc57c18e65faaf7e240a42f12a3ba755b529edbc,0.246196,,keep,,yes
images/ok-achats-p11-a-40-12-25__p046.png,OK Achats P11 à 40   12-25.pdf,46,pdf,476,1836,0,0.926,no,0.000,no,no,1919.207,246.622,28.994,0.500,0.644,no,no,accepted,,461c4c83132bd214415f82dd8c4bbc1559f04db317999487298c9d57bcbfe315,0.101647,,keep,,yes
images/ok-facture-achat-3__p001.png,OK FACTURE  ACHAT 3.pdf,1,pdf,1603,2214,0,0.926,no,0.000,no,no,4639.543,229.542,57.885,-0.500,0.666,yes,no,corrected,deskewed,ee15d62a2f27d3976f2d3149ed364520b7e9b5f73100353ca4a86c811869cf4e,0.208227,,keep,,yes
images/ok-facture-achat-4__p001.png,OK FACTURE ACHAT  4.pdf,1,pdf,1469,2200,0,0.921,no,0.000,no,no,2388.722,248.519,28.287,-0.250,0.621,no,no,accepted,,0f07930342c7534a812bd9837a17af3509cb26f0a47033723d5e306201e6813d,0.056542,,keep,,yes
images/ok-facture-achat-5__p001.png,OK FACTURE ACHAT  5.pdf,1,pdf,1461,2213,0,0.921,no,0.000,no,no,2623.074,239.415,41.248,-0.500,0.670,yes,no,corrected,deskewed,eccf6614dc6e2b224317f75ec1e545d80dea7a3f91609039e02e389fcf619418,0.153059,,keep,,yes
images/ok-facture-achat-1__p001.png,OK FACTURE ACHAT 1.pdf,1,pdf,1677,2200,0,0.924,no,0.000,no,no,2310.875,246.232,30.790,-0.625,0.595,no,no,review,skew_uncertain,dc20a74f3373bdab921eeccdd4e723f5d5550cf05527cb026fe256bb49702122,0.127350,,review,,yes
images/ok-facture-achat-2__p001.png,OK FACTURE ACHAT 2.pdf,1,pdf,1568,2227,0,0.896,no,0.000,no,no,3390.236,235.087,36.540,1.000,0.677,yes,no,corrected,deskewed,2cdf8c8edf294914126701148a79623002855f3c3de122f65cdb97dacb620278,0.348803,,keep,,yes
images/ok-facture-achat-6__p001.png,OK FACTURE ACHAT 6.pdf,1,pdf,1529,2200,0,0.921,no,0.000,no,no,1989.974,248.668,27.521,-0.500,0.610,no,no,review,skew_uncertain,2c86da94bc857cd2740ab2d9d61d90790faa8c0d87add29e78dbaaeda87508b6,0.062002,,review,,yes
images/ok-facture-achat-7__p001.png,OK FACTURE ACHAT 7.pdf,1,pdf,1654,2339,0,0.811,no,0.000,no,no,4174.462,246.204,36.281,-0.250,0.693,no,no,accepted,,57d06bf9925b9b8ff23a77eed945137e5afa981a633ad5a649ad26394d31cb1f,0.056951,,keep,,yes
images/ok-facture-free__p001.png,OK FACTURE FREE.pdf,1,pdf,1654,2339,0,0.928,no,0.000,no,no,4023.454,244.378,32.947,-0.000,0.674,no,no,accepted,,df9cfe99c9fd7bd1df3f5ed3d142b447e193ee3654041e5821b50bf2f70f54cc,0.137801,,keep,,yes
images/ok-facture-free__p002.png,OK FACTURE FREE.pdf,2,pdf,1654,2339,0,0.923,no,0.000,no,no,2273.271,241.873,33.956,-0.000,0.801,no,no,accepted,,643095bd618e8a6e4b56d0ec69415aa70e87a1bd2ce13b6018d24f25e78f30c1,0.236362,,keep,,yes
images/ok-facture-free__p003.png,OK FACTURE FREE.pdf,3,pdf,1654,2339,180,0.900,yes,0.000,no,no,7984.743,228.661,51.370,-0.000,0.801,no,no,corrected,rotated_180,b3e71766c99495b1b2d636cfee3c9b880983ae6687ecdd2215d9cf2bfef116f3,0.341096,,keep,,yes
images/ok-facture-free__p004.png,OK FACTURE FREE.pdf,4,pdf,1654,2339,0,0.884,no,0.000,no,no,8782.066,230.117,46.621,-0.000,0.865,no,no,accepted,,7f1e3776053ff3fcccee2860c17506aac201a69db1e4c1444377c3a271378bd4,0.363900,,keep,,yes
images/ok-facture-free__p005.png,OK FACTURE FREE.pdf,5,pdf,1654,2339,0,0.870,no,0.000,no,no,8836.113,230.053,46.690,-0.000,0.891,no,no,accepted,,4f2c08c0c3e17d99e1cbdee5c357fac99151709313c030b4dc2bfdfb0ce3fb16,0.364233,,keep,,yes
images/ok-facture-free__p006.png,OK FACTURE FREE.pdf,6,pdf,1654,2339,0,0.883,no,0.000,no,no,8978.462,229.938,46.927,-0.000,0.865,no,no,accepted,,c5175c074a0a40eb9b8789abcce3f6a169e5f2a5ba2b7ec60eb5d3c367a073f6,0.364542,,keep,,yes
images/ok-facture-free__p007.png,OK FACTURE FREE.pdf,7,pdf,1654,2339,180,0.847,no,0.000,no,no,9146.247,229.714,47.242,-0.000,0.895,no,no,review,orientation_uncertain,f31d5efe7f0506a64691296113443797b46854bd8b1f661161be1d02aa93b233,0.365137,,review,,yes
images/ok-facture-free__p008.png,OK FACTURE FREE.pdf,8,pdf,1654,2339,180,0.910,yes,0.000,no,no,7676.825,222.178,58.995,-0.000,0.861,no,no,corrected,rotated_180,6a53636ee6079af465ab772f8143435cbba3c250532c95f2981bf6dcb463827c,0.377977,,keep,,yes
images/ok-facture-vente-2__p001.png,OK FACTURE VENTE 2.pdf,1,pdf,1447,2200,0,0.921,no,0.000,no,no,5500.468,240.777,40.104,-0.250,0.944,no,no,accepted,,37906a511c723ced5a9811f67fbd93ffb4d82c5be14c01436620d1ed30222147,0.122984,,keep,,yes
images/ok-facture-vente-3__p001.png,OK FACTURE VENTE 3.pdf,1,pdf,1656,2342,0,0.925,no,0.000,no,no,4632.591,242.358,35.254,-0.000,0.992,no,no,accepted,,852255a291638a1e91bcc094fb73b561bbd4333dffcfeab23c6a16846f2f7bd7,0.136547,,keep,,yes
images/ok-facture-vente__p001.png,OK FACTURE VENTE.pdf,1,pdf,1479,2200,0,0.916,no,0.000,no,no,4049.554,243.738,36.690,-0.250,0.771,no,no,accepted,,37a376e87559594f267d2d02dbe969b39276912367667fda2dc6d8d046c78937,0.094025,,keep,,yes
images/ok-facture-vente__p002.png,OK FACTURE VENTE.pdf,2,pdf,1617,2200,0,0.927,no,0.000,no,no,1232.278,246.885,31.116,-1.500,0.557,no,no,review,skew_uncertain,feaa06987309c4589d38b9db754fb291ec28077262955c8291990bc2bf73e377,0.079601,,review,,yes
